SRC Query,Depth,BBoxes,Data Size
"[33.76, -116.97, 34.23, -116.13]",6,"[33.680836, -117.01403, 34.233036, -115.990601]",329
"[39.48, -120.06, 40.48, -119.51]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[34.51, -124.11, 35.25, -123.25]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[40.16, -118.15, 40.81, -117.27]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[40.09, -121.44, 40.67, -120.8]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[34.12, -117.56, 34.78, -116.98]",4,"[34.003124, -117.970444, 37.009014, -116.941383]",1315
"[32.94, -114.84, 33.5, -114.294258]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[37.22, -118.78, 37.63, -118.07]",6,"[37.009014, -119.082748, 37.653175, -114.294258]",329
"[39.9, -118.94, 40.58, -118.2]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[37.44, -118.44, 38.05, -117.72]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
