SRC_exhaustive Query: Large,Depth,BBoxes,Data Size
"[107930, 135537, 247777, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16615, 150218, 156462, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[69529, 123701, 209376, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203183, 97498, 343030, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182461, 231532, 322308, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40723, 60864, 180570, 200711]",0,"[8117, 9783, 474275, 219328]",617
"[84850, 122817, 224697, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[31832, 308988, 171679, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[288190, 323827, 428037, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46912, 22113, 186759, 161960]",0,"[8117, 9783, 474275, 219328]",617
"[73361, 106956, 213208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326012, 310082, 465859, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70871, 213223, 210718, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56106, 202176, 195953, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[68958, 27196, 208805, 167043]",0,"[8117, 9783, 474275, 219328]",617
"[325575, 19460, 465422, 159307]",1,"[69337, 9783, 474275, 219328]",309
"[110138, 105095, 249985, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73073, 259373, 212920, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118519, 40143, 258366, 179990]",1,"[69337, 9783, 474275, 219328]",309
"[20061, 293453, 159908, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[231263, 333490, 371110, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[61332, 144389, 201179, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[44819, 123895, 184666, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[45850, 165959, 185697, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[191771, 236742, 331618, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[102655, 40120, 242502, 179967]",1,"[69337, 9783, 474275, 219328]",309
"[272167, 253028, 412014, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28762, 320846, 168609, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[61028, 213258, 200875, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[112636, 144501, 252483, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[196103, 254645, 335950, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[306839, 96944, 446686, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114764, 38552, 254611, 178399]",1,"[69337, 9783, 474275, 219328]",309
"[91063, 93027, 230910, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187587, 285713, 327434, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[139549, 69570, 279396, 209417]",1,"[69337, 9783, 474275, 219328]",309
"[321007, 240016, 460854, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99772, 15039, 239619, 154886]",1,"[69337, 9783, 474275, 219328]",309
"[255384, 223025, 395231, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[306495, 274769, 446342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171404, 195367, 311251, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211877, 139677, 351724, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[88549, 302032, 228396, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[14637, 248216, 154484, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[49574, 184234, 189421, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[32075, 293497, 171922, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[155380, 78810, 295227, 218657]",1,"[69337, 9783, 474275, 219328]",309
"[134014, 260733, 273861, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192784, 328003, 332631, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159047, 196441, 298894, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317592, 333740, 457439, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[77503, 170802, 217350, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211549, 225391, 351396, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50439, 9783, 190286, 148763]",0,"[8117, 9783, 474275, 219328]",617
"[319846, 108942, 459693, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183439, 92044, 323286, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133639, 125084, 273486, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243068, 206637, 382915, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305991, 225385, 445838, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24655, 219020, 164502, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[305635, 227388, 445482, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32643, 94978, 172490, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[241609, 41611, 381456, 181458]",1,"[69337, 9783, 474275, 219328]",309
"[144026, 90790, 283873, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242140, 284717, 381987, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263584, 302454, 403431, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324775, 9783, 464622, 148000]",1,"[69337, 9783, 474275, 219328]",309
"[28517, 267420, 168364, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[179005, 171725, 318852, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[252902, 34256, 392749, 174103]",1,"[69337, 9783, 474275, 219328]",309
"[225768, 106683, 365615, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295721, 51877, 435568, 191724]",1,"[69337, 9783, 474275, 219328]",309
"[76547, 15839, 216394, 155686]",1,"[69337, 9783, 474275, 219328]",309
"[218784, 226999, 358631, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173884, 9895, 313731, 149742]",1,"[69337, 9783, 474275, 219328]",309
"[120065, 15609, 259912, 155456]",1,"[69337, 9783, 474275, 219328]",309
"[9353, 285122, 149200, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[329013, 59384, 468860, 199231]",1,"[69337, 9783, 474275, 219328]",309
"[107972, 70456, 247819, 210303]",1,"[69337, 9783, 474275, 219328]",309
"[327072, 112196, 466919, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[166670, 154908, 306517, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103653, 60640, 243500, 200487]",1,"[69337, 9783, 474275, 219328]",309
"[257471, 216100, 397318, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50765, 19570, 190612, 159417]",0,"[8117, 9783, 474275, 219328]",617
"[152146, 245608, 291993, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68818, 142590, 208665, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[78067, 281200, 217914, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[190072, 68467, 329919, 208314]",1,"[69337, 9783, 474275, 219328]",309
"[89088, 154083, 228935, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17855, 30293, 157702, 170140]",0,"[8117, 9783, 474275, 219328]",617
"[29436, 115981, 169283, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144258, 300856, 284105, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173117, 200475, 312964, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305633, 30139, 445480, 169986]",1,"[69337, 9783, 474275, 219328]",309
"[326672, 267369, 466519, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248589, 236413, 388436, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203387, 290146, 343234, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[101591, 117087, 241438, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205028, 315939, 344875, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160703, 12781, 300550, 152628]",1,"[69337, 9783, 474275, 219328]",309
"[80708, 87296, 220555, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[150394, 182919, 290241, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185070, 200636, 324917, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57246, 185460, 197093, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[333457, 26815, 473304, 166662]",1,"[69337, 9783, 474275, 219328]",309
"[29719, 149476, 169566, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[94027, 86454, 233874, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314013, 159914, 453860, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197336, 215101, 337183, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295680, 76086, 435527, 215933]",1,"[69337, 9783, 474275, 219328]",309
"[161946, 68355, 301793, 208202]",1,"[69337, 9783, 474275, 219328]",309
"[258760, 133792, 398607, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[33417, 169534, 173264, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[102272, 282345, 242119, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[45269, 166803, 185116, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[219493, 180356, 359340, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164997, 225550, 304844, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65081, 60231, 204928, 200078]",0,"[8117, 9783, 474275, 219328]",617
"[302153, 260389, 442000, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256631, 184844, 396478, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188289, 73299, 328136, 213146]",1,"[69337, 9783, 474275, 219328]",309
"[259296, 68938, 399143, 208785]",1,"[69337, 9783, 474275, 219328]",309
"[269073, 231744, 408920, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[27947, 166401, 167794, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[183796, 89729, 323643, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[95440, 304070, 235287, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205024, 53689, 344871, 193536]",1,"[69337, 9783, 474275, 219328]",309
"[42633, 52508, 182480, 192355]",0,"[8117, 9783, 474275, 219328]",617
"[111947, 124015, 251794, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40180, 209869, 180027, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[12233, 59537, 152080, 199384]",0,"[8117, 9783, 474275, 219328]",617
"[214585, 299869, 354432, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280224, 160066, 420071, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243283, 264293, 383130, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314767, 122020, 454614, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229910, 51980, 369757, 191827]",1,"[69337, 9783, 474275, 219328]",309
"[201228, 123532, 341075, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144912, 314945, 284759, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[95453, 234201, 235300, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108751, 196084, 248598, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68416, 41596, 208263, 181443]",0,"[8117, 9783, 474275, 219328]",617
"[22597, 283795, 162444, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[244891, 113859, 384738, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70460, 268733, 210307, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216759, 142586, 356606, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116766, 30190, 256613, 170037]",1,"[69337, 9783, 474275, 219328]",309
"[121307, 84848, 261154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62973, 111910, 202820, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[248454, 206314, 388301, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197721, 294583, 337568, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87459, 63034, 227306, 202881]",1,"[69337, 9783, 474275, 219328]",309
"[320718, 263917, 460565, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85922, 303765, 225769, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[220929, 230016, 360776, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281390, 267852, 421237, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177179, 269443, 317026, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[269551, 114018, 409398, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292705, 327812, 432552, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122817, 13205, 262664, 153052]",1,"[69337, 9783, 474275, 219328]",309
"[186490, 174976, 326337, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[176845, 26712, 316692, 166559]",1,"[69337, 9783, 474275, 219328]",309
"[283424, 85903, 423271, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142797, 324045, 282644, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89856, 206824, 229703, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[313749, 162458, 453596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254758, 42908, 394605, 182755]",1,"[69337, 9783, 474275, 219328]",309
"[52494, 278926, 192341, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[28782, 42905, 168629, 182752]",0,"[8117, 9783, 474275, 219328]",617
"[126129, 76533, 265976, 216380]",1,"[69337, 9783, 474275, 219328]",309
"[29419, 165638, 169266, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[16130, 243306, 155977, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[181443, 92364, 321290, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86141, 249674, 225988, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202796, 272882, 342643, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[208516, 285888, 348363, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271534, 25742, 411381, 165589]",1,"[69337, 9783, 474275, 219328]",309
"[308991, 55642, 448838, 195489]",1,"[69337, 9783, 474275, 219328]",309
"[279697, 322764, 419544, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48150, 231655, 187997, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[116175, 159984, 256022, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288829, 321963, 428676, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227185, 260935, 367032, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211839, 326585, 351686, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315553, 130575, 455400, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18855, 9783, 158702, 148090]",0,"[8117, 9783, 474275, 219328]",617
"[103521, 166683, 243368, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273856, 307100, 413703, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141527, 182540, 281374, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42521, 266858, 182368, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[145484, 166873, 285331, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222064, 209527, 361911, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209275, 40758, 349122, 180605]",1,"[69337, 9783, 474275, 219328]",309
"[93992, 74869, 233839, 214716]",1,"[69337, 9783, 474275, 219328]",309
"[133396, 158633, 273243, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183242, 37229, 323089, 177076]",1,"[69337, 9783, 474275, 219328]",309
"[26956, 260472, 166803, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[227199, 81991, 367046, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265978, 323720, 405825, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50909, 87480, 190756, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[193071, 223672, 332918, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26561, 328861, 166408, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[252581, 210850, 392428, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248703, 32775, 388550, 172622]",1,"[69337, 9783, 474275, 219328]",309
"[61322, 254998, 201169, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[87477, 18722, 227324, 158569]",1,"[69337, 9783, 474275, 219328]",309
"[25138, 321798, 164985, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[331812, 77691, 471659, 217538]",1,"[69337, 9783, 474275, 219328]",309
"[177939, 63320, 317786, 203167]",1,"[69337, 9783, 474275, 219328]",309
"[296026, 189870, 435873, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110339, 209136, 250186, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265185, 66311, 405032, 206158]",1,"[69337, 9783, 474275, 219328]",309
"[39658, 327995, 179505, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[253058, 330203, 392905, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185255, 73298, 325102, 213145]",1,"[69337, 9783, 474275, 219328]",309
"[334243, 163508, 474090, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74758, 211354, 214605, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162154, 71845, 302001, 211692]",1,"[69337, 9783, 474275, 219328]",309
"[280226, 107274, 420073, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28136, 213651, 167983, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[241204, 202932, 381051, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107982, 246914, 247829, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195053, 47616, 334900, 187463]",1,"[69337, 9783, 474275, 219328]",309
"[31521, 29078, 171368, 168925]",0,"[8117, 9783, 474275, 219328]",617
"[263007, 142012, 402854, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22092, 280779, 161939, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[306571, 307903, 446418, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[121352, 128522, 261199, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57125, 271526, 196972, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[282692, 228376, 422539, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273986, 168188, 413833, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67594, 84500, 207441, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[231448, 304870, 371295, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229396, 52173, 369243, 192020]",1,"[69337, 9783, 474275, 219328]",309
"[63043, 226032, 202890, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[41106, 60132, 180953, 199979]",0,"[8117, 9783, 474275, 219328]",617
"[225781, 89988, 365628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24213, 242326, 164060, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[234130, 226755, 373977, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23916, 268491, 163763, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[178247, 140544, 318094, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49293, 192930, 189140, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[44989, 71754, 184836, 211601]",0,"[8117, 9783, 474275, 219328]",617
"[196469, 23519, 336316, 163366]",1,"[69337, 9783, 474275, 219328]",309
"[189229, 190505, 329076, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[101391, 13341, 241238, 153188]",1,"[69337, 9783, 474275, 219328]",309
"[128961, 199902, 268808, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[45088, 320901, 184935, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[83242, 117157, 223089, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[9811, 115486, 149658, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[72703, 11883, 212550, 151730]",1,"[69337, 9783, 474275, 219328]",309
"[161871, 201647, 301718, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21040, 325231, 160887, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[130204, 82506, 270051, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106154, 246168, 246001, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67042, 258041, 206889, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[188707, 143498, 328554, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[76357, 22763, 216204, 162610]",1,"[69337, 9783, 474275, 219328]",309
"[117231, 198035, 257078, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183760, 256299, 323607, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161540, 163487, 301387, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298155, 179550, 438002, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104609, 319029, 244456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50484, 61898, 190331, 201745]",0,"[8117, 9783, 474275, 219328]",617
"[287681, 312649, 427528, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169473, 90117, 309320, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205558, 85148, 345405, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73776, 124937, 213623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173735, 274629, 313582, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135434, 132193, 275281, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104556, 160716, 244403, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203394, 228205, 343241, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32368, 77445, 172215, 217292]",0,"[8117, 9783, 474275, 219328]",617
"[323323, 18890, 463170, 158737]",1,"[69337, 9783, 474275, 219328]",309
"[214582, 48970, 354429, 188817]",1,"[69337, 9783, 474275, 219328]",309
"[46500, 77333, 186347, 217180]",0,"[8117, 9783, 474275, 219328]",617
"[228439, 165081, 368286, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296882, 226613, 436729, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82714, 318011, 222561, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229465, 164369, 369312, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[194010, 52448, 333857, 192295]",1,"[69337, 9783, 474275, 219328]",309
"[138171, 241326, 278018, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[201713, 285574, 341560, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38450, 205475, 178297, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[222354, 12535, 362201, 152382]",1,"[69337, 9783, 474275, 219328]",309
"[226863, 176240, 366710, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239483, 115066, 379330, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202940, 161896, 342787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254997, 55856, 394844, 195703]",1,"[69337, 9783, 474275, 219328]",309
"[105350, 65062, 245197, 204909]",1,"[69337, 9783, 474275, 219328]",309
