BRC Query: Medium,Points,Num Of Points
"[320901, 83242, 414132, 176473]",[],0
"[117157, 9811, 210388, 103042]","[(117247, 10175), (164153, 10413), (192522, 10541), (157004, 10618), (139551, 10641), (146929, 10643), (147676, 10916), (147078, 10944), (159341, 11095), (191871, 11154), (134002, 11278), (156028, 11367), (205048, 11389), (128706, 11613), (143615, 11672), (193616, 12009), (122199, 12087), (150853, 12820), (129316, 13429), (137355, 13489), (132304, 13523), (208038, 13601), (158074, 13700), (139379, 14023), (181926, 14472), (168299, 14657), (171536, 15407), (125111, 15411), (125429, 15748), (164496, 15993), (117428, 16207), (130706, 16530), (138819, 16651), (144008, 17433), (128703, 17618), (194547, 17907), (150585, 18421), (141934, 18755), (148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770)]",44
"[115486, 353632, 208717, 219328]",[],0
"[361360, 72703, 454591, 165934]",[],0
"[11883, 161871, 105114, 219328]",[],0
"[201647, 369596, 294878, 219328]",[],0
"[21040, 325231, 114271, 219328]",[],0
"[130204, 82506, 223435, 175737]","[(182621, 142145)]",1
"[106154, 246168, 199385, 219328]",[],0
"[67042, 258041, 160273, 219328]",[],0
"[188707, 379040, 281938, 219328]",[],0
"[143498, 76357, 236729, 169588]","[(182621, 142145)]",1
"[22763, 117231, 115994, 210462]",[],0
"[198035, 183760, 291266, 219328]","[(249218, 208706), (243245, 219327)]",2
"[256299, 161540, 349530, 219328]",[],0
"[163487, 298155, 256718, 219328]",[],0
"[341519, 179550, 434750, 219328]",[],0
"[104609, 319029, 197840, 219328]",[],0
"[50484, 61898, 143715, 155129]","[(59458, 97155), (72803, 67715)]",2
"[287681, 312649, 380912, 219328]",[],0
"[169473, 90117, 262704, 183348]","[(182621, 142145)]",1
"[205558, 85148, 298789, 178379]",[],0
"[73776, 124937, 167007, 218168]",[],0
"[173735, 274629, 266966, 219328]",[],0
"[135434, 132193, 228665, 219328]","[(182621, 142145)]",1
"[104556, 160716, 197787, 219328]",[],0
"[203394, 228205, 296625, 219328]",[],0
"[355822, 32368, 449053, 125599]",[],0
"[77445, 323323, 170676, 219328]",[],0
"[18890, 214582, 112121, 219328]",[],0
"[48970, 376256, 142201, 219328]",[],0
"[46500, 77333, 139731, 170564]","[(59458, 97155)]",1
"[228439, 165081, 321670, 219328]","[(249218, 208706), (243245, 219327)]",2
"[296882, 226613, 390113, 219328]",[],0
"[82714, 318011, 175945, 219328]",[],0
"[229465, 164369, 322696, 219328]","[(249218, 208706), (243245, 219327)]",2
"[342070, 194010, 435301, 219328]",[],0
"[52448, 138171, 145679, 219328]",[],0
"[241326, 339875, 334557, 219328]",[],0
"[201713, 342111, 294944, 219328]",[],0
"[285574, 38450, 378805, 131681]",[],0
"[205475, 222354, 298706, 219328]",[],0
"[12535, 226863, 105766, 219328]",[],0
"[176240, 239483, 269471, 219328]",[],0
"[115066, 202940, 208297, 219328]",[],0
"[161896, 254997, 255127, 219328]",[],0
"[55856, 105350, 149087, 198581]",[],0
"[65062, 153329, 158293, 219328]",[],0
"[66920, 300764, 160151, 219328]",[],0
"[325597, 368932, 418828, 219328]",[],0
"[88793, 376480, 182024, 219328]",[],0
"[242035, 217190, 335266, 219328]","[(243245, 219327)]",1
"[105309, 229211, 198540, 219328]",[],0
"[234460, 99729, 327691, 192960]",[],0
"[138118, 245853, 231349, 219328]",[],0
"[186578, 282502, 279809, 219328]",[],0
"[82863, 194431, 176094, 219328]",[],0
"[250566, 339213, 343797, 219328]",[],0
"[342247, 53467, 435478, 146698]",[],0
"[261499, 114882, 354730, 208113]",[],0
"[162639, 9783, 255870, 102314]","[(164328, 9783), (164539, 9783), (166991, 9783), (170262, 9783), (173186, 9783), (173951, 9783), (174921, 9783), (177495, 9783), (181053, 9783), (187887, 9783), (188015, 9783), (196757, 9783), (198025, 9783), (203374, 9783), (204027, 9783), (205920, 9783), (207521, 9783), (212790, 9783), (219955, 9783), (224952, 9783), (227412, 9783), (229455, 9783), (231832, 9783), (244813, 9783), (246186, 9783), (251023, 9783), (164153, 10413), (192522, 10541), (250207, 11064), (191871, 11154), (205048, 11389), (193616, 12009), (217026, 12784), (208038, 13601), (219818, 13637), (250983, 13907), (181926, 14472), (221990, 14496), (168299, 14657), (171536, 15407), (244062, 15465), (164496, 15993), (229026, 16672), (232460, 17215), (194547, 17907), (165683, 22519), (181333, 62750), (200563, 62770)]",48
"[374589, 243568, 467820, 219328]",[],0
"[332512, 250343, 425743, 219328]",[],0
"[12194, 122796, 105425, 216027]",[],0
"[164648, 68125, 257879, 161356]","[(182621, 142145)]",1
"[337852, 166011, 431083, 219328]",[],0
"[293963, 327492, 387194, 219328]",[],0
"[90021, 230524, 183252, 219328]",[],0
"[378418, 255284, 471649, 219328]",[],0
"[56641, 363677, 149872, 219328]",[],0
"[269044, 129941, 362275, 219328]",[],0
"[293193, 220613, 386424, 219328]",[],0
"[154963, 339501, 248194, 219328]",[],0
"[19451, 71467, 112682, 164698]","[(59458, 97155)]",1
"[149715, 358597, 242946, 219328]",[],0
"[29375, 9783, 122606, 101480]","[(29426, 9783), (29626, 9783), (29755, 9783), (30513, 9783), (30550, 9783), (30603, 9783), (30609, 9783), (30614, 9783), (30624, 9783), (30636, 9783), (30696, 9783), (30722, 9783), (30875, 9783), (30994, 9783), (31115, 9783), (31318, 9783), (31864, 9783), (32082, 9783), (32148, 9783), (32442, 9783), (32826, 9783), (33005, 9783), (33158, 9783), (33170, 9783), (33370, 9783), (33559, 9783), (33638, 9783), (33872, 9783), (33886, 9783), (34005, 9783), (34059, 9783), (35029, 9783), (35032, 9783), (35044, 9783), (35489, 9783), (36245, 9783), (36532, 9783), (36631, 9783), (36684, 9783), (37039, 9783), (37137, 9783), (37618, 9783), (37675, 9783), (38422, 9783), (38485, 9783), (38626, 9783), (39029, 9783), (39768, 9783), (39831, 9783), (39921, 9783), (40256, 9783), (40260, 9783), (40400, 9783), (40697, 9783), (40867, 9783), (40890, 9783), (41202, 9783), (41278, 9783), (41511, 9783), (41980, 9783), (42207, 9783), (42574, 9783), (42764, 9783), (43248, 9783), (43368, 9783), (43573, 9783), (43769, 9783), (43804, 9783), (43993, 9783), (44129, 9783), (44137, 9783), (44183, 9783), (44634, 9783), (44766, 9783), (44936, 9783), (45136, 9783), (45284, 9783), (45797, 9783), (45920, 9783), (45983, 9783), (46088, 9783), (46429, 9783), (46877, 9783), (47302, 9783), (47635, 9783), (48109, 9783), (48181, 9783), (48310, 9783), (49389, 9783), (49721, 9783), (49725, 9783), (49863, 9783), (50447, 9783), (50526, 9783), (51010, 9783), (51086, 9783), (51087, 9783), (51629, 9783), (52116, 9783), (52622, 9783), (52858, 9783), (52935, 9783), (53127, 9783), (53579, 9783), (54494, 9783), (54758, 9783), (54812, 9783), (54908, 9783), (55395, 9783), (55583, 9783), (55789, 9783), (55920, 9783), (56158, 9783), (56339, 9783), (56424, 9783), (56656, 9783), (57205, 9783), (57375, 9783), (57612, 9783), (57704, 9783), (57725, 9783), (57806, 9783), (58277, 9783), (58872, 9783), (59402, 9783), (60352, 9783), (60964, 9783), (61077, 9783), (61602, 9783), (61809, 9783), (61843, 9783), (62117, 9783), (62215, 9783), (62561, 9783), (62623, 9783), (62762, 9783), (62822, 9783), (63037, 9783), (63286, 9783), (63412, 9783), (63461, 9783), (63503, 9783), (63996, 9783), (64543, 9783), (64648, 9783), (64896, 9783), (65102, 9783), (65894, 9783), (66131, 9783), (66186, 9783), (66645, 9783), (67084, 9783), (67141, 9783), (67704, 9783), (67775, 9783), (67852, 9783), (68206, 9783), (68756, 9783), (68834, 9783), (69069, 9783), (38887, 9915), (68109, 10266), (53242, 10360), (53466, 10375), (47776, 10415), (33799, 10494), (64792, 10612), (50338, 10676), (49765, 10733), (30413, 10779), (58284, 10957), (44669, 10971), (35566, 11251), (35453, 11255), (32831, 11265), (57527, 11497), (38232, 11561), (41278, 11779), (32121, 11788), (53606, 11796), (51395, 11836), (48931, 11879), (33714, 12060), (45332, 12137), (48630, 12271), (57909, 12464), (69011, 12465), (52402, 12568), (42232, 12601), (49652, 12838), (57957, 12989), (30339, 13111), (65784, 13357), (45691, 13454), (67034, 13769), (44331, 13802), (49175, 14068), (31051, 14216), (41155, 14314), (53917, 14664), (36533, 14717), (65308, 14734), (44972, 14862), (50329, 14943), (34575, 15287), (42513, 15533), (51493, 15564), (54829, 15900), (39855, 16189), (51223, 16726), (63498, 17671), (41525, 17796), (63107, 18050), (45429, 18052), (53682, 18069), (37806, 18407), (40233, 19562), (50668, 19879), (64482, 19940), (38608, 20050), (44065, 20197), (54163, 20267), (55449, 20430), (31646, 20485), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (44527, 21949), (49317, 22137), (37782, 22212), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (69337, 9783), (69793, 9783), (70283, 9783), (70423, 9783), (70521, 9783), (70588, 9783), (70680, 9783), (71018, 9783), (71804, 9783), (72475, 9783), (72493, 9783), (72525, 9783), (72684, 9783), (72699, 9783), (72826, 9783), (72867, 9783), (72940, 9783), (73557, 9783), (73725, 9783), (74123, 9783), (74949, 9783), (75337, 9783), (76019, 9783), (76099, 9783), (77001, 9783), (77198, 9783), (77218, 9783), (77882, 9783), (78741, 9783), (79216, 9783), (79340, 9783), (79684, 9783), (80674, 9783), (80751, 9783), (81868, 9783), (82333, 9783), (82547, 9783), (82942, 9783), (83102, 9783), (83416, 9783), (83728, 9783), (84309, 9783), (84650, 9783), (85589, 9783), (85950, 9783), (86007, 9783), (86912, 9783), (88087, 9783), (88621, 9783), (89116, 9783), (90429, 9783), (90924, 9783), (91406, 9783), (91856, 9783), (92218, 9783), (92609, 9783), (92640, 9783), (93593, 9783), (93783, 9783), (93961, 9783), (94390, 9783), (94602, 9783), (95340, 9783), (95385, 9783), (96416, 9783), (96966, 9783), (98024, 9783), (98327, 9783), (98408, 9783), (100278, 9783), (101493, 9783), (101814, 9783), (102629, 9783), (104677, 9783), (104703, 9783), (105545, 9783), (105570, 9783), (106663, 9783), (107478, 9783), (108346, 9783), (108732, 9783), (108986, 9783), (109213, 9783), (109573, 9783), (110921, 9783), (111164, 9783), (111242, 9783), (112677, 9783), (112976, 9783), (113246, 9783), (114372, 9783), (114520, 9783), (116220, 9783), (116287, 9783), (116488, 9783), (117484, 9783), (121931, 9783), (122165, 9783), (122167, 9783), (122208, 9783), (122416, 9783), (109659, 10073), (97397, 10118), (117247, 10175), (74579, 10307), (75032, 10463), (101228, 10532), (72294, 10541), (69452, 10773), (82564, 10832), (70242, 10839), (93565, 10870), (100745, 11476), (85483, 11574), (122199, 12087), (105003, 12340), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (116696, 13511), (104767, 13542), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (80282, 15888), (79695, 15889), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (109712, 16598), (75988, 16684), (82405, 16839), (70320, 17096), (101506, 17559), (78083, 18380), (97661, 18559), (108072, 19082), (78438, 19163), (98057, 19225), (89429, 19819), (77898, 21019), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",413
"[142636, 217008, 235867, 219328]",[],0
"[283945, 313051, 377176, 219328]",[],0
"[380342, 215858, 473573, 219328]",[],0
"[241207, 61611, 334438, 154842]",[],0
"[140556, 193621, 233787, 219328]",[],0
"[156698, 360725, 249929, 219328]",[],0
"[110893, 320283, 204124, 219328]",[],0
"[52817, 26703, 146048, 119934]","[(60551, 27192), (53468, 27679), (59032, 35658), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",13
"[45056, 145735, 138287, 219328]",[],0
"[168341, 287897, 261572, 219328]",[],0
"[186317, 70079, 279548, 163310]",[],0
"[286086, 138689, 379317, 219328]",[],0
"[93866, 43817, 187097, 137048]","[(103123, 45841), (97257, 47150), (181333, 62750)]",3
"[225607, 159999, 318838, 219328]","[(249218, 208706), (243245, 219327)]",2
"[156358, 280659, 249589, 219328]",[],0
"[78592, 309048, 171823, 219328]",[],0
"[282351, 336918, 375582, 219328]",[],0
"[118363, 286710, 211594, 219328]",[],0
"[63327, 223496, 156558, 219328]",[],0
"[340827, 293105, 434058, 219328]",[],0
"[219621, 154191, 312852, 219328]","[(249218, 208706), (243245, 219327)]",2
"[161342, 240043, 254573, 219328]",[],0
"[203049, 306034, 296280, 219328]",[],0
"[337795, 80370, 431026, 173601]",[],0
"[90466, 72760, 183697, 165991]","[(182621, 142145)]",1
"[373562, 71303, 466793, 164534]",[],0
"[208094, 218470, 301325, 219328]","[(243245, 219327)]",1
"[318003, 253453, 411234, 219328]",[],0
"[81272, 301515, 174503, 219328]",[],0
"[358476, 164858, 451707, 219328]",[],0
"[193745, 339525, 286976, 219328]",[],0
"[255929, 225752, 349160, 219328]",[],0
"[122417, 258053, 215648, 219328]",[],0
"[264419, 372337, 357650, 219328]",[],0
"[271082, 174966, 364313, 219328]",[],0
"[266444, 349981, 359675, 219328]",[],0
"[39690, 240891, 132921, 219328]",[],0
"[165500, 82991, 258731, 176222]","[(182621, 142145)]",1
"[267913, 35592, 361144, 128823]",[],0
"[333774, 121213, 427005, 214444]",[],0
"[21510, 194449, 114741, 219328]",[],0
"[255333, 213095, 348564, 219328]",[],0
"[13417, 284326, 106648, 219328]",[],0
"[42959, 368248, 136190, 219328]",[],0
"[50779, 367934, 144010, 219328]",[],0
"[358869, 215271, 452100, 219328]",[],0
"[11484, 197530, 104715, 219328]",[],0
"[29706, 69014, 122937, 162245]","[(59458, 97155)]",1
"[333635, 10078, 426866, 103309]","[(358657, 15258), (337473, 17444)]",2
"[149846, 343857, 243077, 219328]",[],0
"[374953, 161485, 468184, 219328]",[],0
"[126966, 81873, 220197, 175104]","[(182621, 142145)]",1
"[308455, 159072, 401686, 219328]",[],0
"[108363, 63408, 201594, 156639]","[(182621, 142145)]",1
"[235667, 249758, 328898, 219328]",[],0
"[181234, 209511, 274465, 219328]","[(243245, 219327)]",1
"[96331, 181496, 189562, 219328]",[],0
"[229214, 347858, 322445, 219328]",[],0
"[368550, 236323, 461781, 219328]",[],0
"[85721, 242626, 178952, 219328]",[],0
"[379746, 85449, 472977, 178680]",[],0
"[282928, 173829, 376159, 219328]",[],0
"[75867, 117622, 169098, 210853]",[],0
"[106066, 240966, 199297, 219328]",[],0
"[191181, 211999, 284412, 219328]","[(243245, 219327)]",1
"[232140, 266044, 325371, 219328]",[],0
"[212346, 123543, 305577, 216774]","[(249218, 208706)]",1
"[110979, 238422, 204210, 219328]",[],0
"[115212, 315627, 208443, 219328]",[],0
"[380359, 34223, 473590, 127454]","[(462771, 37243)]",1
"[211722, 25564, 304953, 118795]",[],0
"[130815, 340083, 224046, 219328]",[],0
"[52501, 106030, 145732, 199261]",[],0
"[198753, 37996, 291984, 131227]","[(200563, 62770)]",1
"[342651, 363318, 435882, 219328]",[],0
"[99014, 130309, 192245, 219328]","[(182621, 142145)]",1
"[328341, 164106, 421572, 219328]",[],0
"[329246, 53535, 422477, 146766]",[],0
"[377700, 276614, 470931, 219328]",[],0
"[157237, 193227, 250468, 219328]","[(249218, 208706), (243245, 219327)]",2
"[223826, 248395, 317057, 219328]",[],0
"[36397, 339403, 129628, 219328]",[],0
"[373443, 278714, 466674, 219328]",[],0
"[357098, 348124, 450329, 219328]",[],0
"[294997, 233877, 388228, 219328]",[],0
"[312707, 246459, 405938, 219328]",[],0
"[265124, 141680, 358355, 219328]",[],0
"[377276, 257495, 470507, 219328]",[],0
"[121058, 184903, 214289, 219328]",[],0
"[147510, 30260, 240741, 123491]","[(181333, 62750), (200563, 62770)]",2
"[31084, 35670, 124315, 128901]","[(42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",10
"[93501, 191514, 186732, 219328]",[],0
"[10148, 160060, 103379, 219328]",[],0
"[351330, 11855, 444561, 105086]","[(443074, 12940), (358657, 15258)]",2
"[81730, 41508, 174961, 134739]","[(103123, 45841), (97257, 47150)]",2
"[232378, 364897, 325609, 219328]",[],0
"[124596, 327218, 217827, 219328]",[],0
"[216004, 300548, 309235, 219328]",[],0
"[123970, 245988, 217201, 219328]",[],0
"[109225, 186114, 202456, 219328]",[],0
"[327051, 61772, 420282, 155003]",[],0
"[326021, 53006, 419252, 146237]",[],0
"[175380, 177424, 268611, 219328]","[(249218, 208706), (243245, 219327)]",2
"[289083, 247058, 382314, 219328]",[],0
"[178585, 142072, 271816, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[23231, 281790, 116462, 219328]",[],0
"[31370, 107800, 124601, 201031]",[],0
"[201424, 50120, 294655, 143351]",[],0
"[118003, 283113, 211234, 219328]",[],0
"[189388, 106570, 282619, 199801]",[],0
"[113824, 139858, 207055, 219328]","[(182621, 142145)]",1
"[360788, 166096, 454019, 219328]",[],0
"[171816, 279121, 265047, 219328]",[],0
"[209795, 141621, 303026, 219328]","[(249218, 208706), (243245, 219327)]",2
"[260868, 188440, 354099, 219328]",[],0
"[133926, 31449, 227157, 124680]","[(145935, 34939), (181333, 62750), (200563, 62770)]",3
"[168451, 297510, 261682, 219328]",[],0
"[46042, 12944, 139273, 106175]","[(57957, 12989), (65784, 13357), (67034, 13769), (49175, 14068), (53917, 14664), (65308, 14734), (50329, 14943), (51493, 15564), (54829, 15900), (51223, 16726), (63498, 17671), (63107, 18050), (53682, 18069), (50668, 19879), (64482, 19940), (54163, 20267), (55449, 20430), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (49317, 22137), (47542, 24648), (60551, 27192), (53468, 27679), (59032, 35658), (50806, 40774), (59458, 97155), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (101506, 17559), (128703, 17618), (78083, 18380), (97661, 18559), (108072, 19082), (78438, 19163), (98057, 19225), (89429, 19819), (77898, 21019), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",89
"[249777, 267797, 343008, 219328]",[],0
"[237859, 33004, 331090, 126235]",[],0
"[224186, 266896, 317417, 219328]",[],0
"[249557, 238860, 342788, 219328]",[],0
"[70047, 53004, 163278, 146235]","[(72803, 67715)]",1
"[50834, 134546, 144065, 219328]",[],0
"[59880, 88750, 153111, 181981]",[],0
"[225178, 120034, 318409, 213265]","[(249218, 208706)]",1
"[239139, 329377, 332370, 219328]",[],0
"[48562, 231954, 141793, 219328]",[],0
"[301199, 214933, 394430, 219328]",[],0
"[28748, 102692, 121979, 195923]",[],0
"[139046, 265025, 232277, 219328]",[],0
"[123486, 75270, 216717, 168501]","[(182621, 142145)]",1
